 0, 0
 0.500, 0.1
 1.125, 0.2
 1.625, 0.3
 2.125, 0.4
 2.750, 0.5
 3.375, 0.6
 3.813, 0.7
 4.375, 0.8
 5.125, 0.9
 5.875, 1.0
 6.625, 1.1
 7.625, 1.2
 9.125, 1.3
 12.125, 1.4
 21.000, 1.5
