0, 0
0.050, 0.1
0.250, 0.2
0.550, 0.3
0.725, 0.4
0.950, 0.5
1.175, 0.6
1.550, 0.7
1.950, 0.8
2.500, 0.9
3.250, 1.0
4.375, 1.1
6.125, 1.2
9.375, 1.3
15.875, 1.4
20.500, 1.5
