0.1, 0.77
1.0, 7.68
2.0, 15.34
3.0, 22.96
4.0, 30.55
5.0, 38.11
6.0, 45.63
8.0, 60.55
10.0, 75.31
12.0, 89.89
16.0, 118.49
20.0, 146.26
25.0, 179.75
30.0, 211.80
35.0, 242.39
40.0, 271.53
45.0, 299.25
50.0, 325.60
